prop_id,area_id,kind,x_pct,y_pct,yaw_deg,h_m,group_id,collide,purify_target,life_blight_id,art,note
sea_i10_0062,area_i10,tree,3.6,15.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0063,area_i10,tree,3.6,21.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0064,area_i10,tree,3.6,27.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0065,area_i10,tree,3.6,33.0,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0066,area_i10,tree,3.6,38.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0067,area_i10,tree,3.6,44.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0068,area_i10,tree,3.6,50.4,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0069,area_i10,tree,3.6,56.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0070,area_i10,tree,3.6,62.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0071,area_i10,tree,3.6,67.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0072,area_i10,tree,3.6,73.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0073,area_i10,tree,3.6,79.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0074,area_i10,tree,3.6,85.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0075,area_i10,tree,3.6,91.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0076,area_i10,tree,4.0,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0077,area_i10,tree,9.8,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0078,area_i10,tree,15.6,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0079,area_i10,tree,21.4,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0080,area_i10,tree,27.2,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0081,area_i10,tree,33.0,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0082,area_i10,tree,38.8,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0083,area_i10,tree,44.6,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0084,area_i10,tree,50.4,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0085,area_i10,tree,56.2,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0086,area_i10,tree,62.0,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0087,area_i10,tree,67.8,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0088,area_i10,tree,73.6,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0089,area_i10,tree,79.4,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0090,area_i10,tree,85.2,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0091,area_i10,tree,91.0,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0092,area_i12,tree,4.0,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0093,area_i12,tree,9.8,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0094,area_i12,tree,15.6,96.4,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0095,area_i12,tree,21.4,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0096,area_i12,tree,27.2,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0097,area_i12,tree,33.0,96.4,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0098,area_i12,tree,38.8,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0099,area_i12,tree,44.6,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0100,area_i12,tree,50.4,96.4,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0101,area_i12,tree,56.2,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0102,area_i12,tree,62.0,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0103,area_i12,tree,67.8,96.4,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0104,area_i12,tree,73.6,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0105,area_i12,tree,79.4,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0106,area_i12,tree,85.2,96.4,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0107,area_i12,tree,91.0,96.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0108,area_i12,tree,96.4,4.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0109,area_i12,tree,96.4,9.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0110,area_i12,tree,96.4,15.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0111,area_i12,tree,96.4,21.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0112,area_i12,tree,96.4,27.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0113,area_i12,tree,96.4,33.0,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0114,area_i12,tree,96.4,38.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0115,area_i12,tree,96.4,44.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0116,area_i12,tree,96.4,50.4,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0117,area_i12,tree,96.4,56.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0118,area_i12,tree,96.4,62.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0119,area_i12,tree,96.4,67.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0120,area_i12,tree,96.4,73.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0121,area_i12,tree,96.4,79.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0122,area_i12,tree,96.4,85.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0123,area_i12,tree,96.4,91.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0124,area_i12,tree,4.0,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0125,area_i12,tree,9.8,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0126,area_i12,tree,15.6,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0127,area_i12,tree,21.4,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0128,area_i12,tree,27.2,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0129,area_i12,tree,33.0,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0130,area_i12,tree,38.8,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0131,area_i12,tree,44.6,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0132,area_i12,tree,50.4,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0133,area_i12,tree,56.2,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0134,area_i12,tree,62.0,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0135,area_i12,tree,67.8,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0136,area_i12,tree,73.6,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0137,area_i12,tree,79.4,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0138,area_i12,tree,85.2,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0139,area_i12,tree,91.0,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0140,area_i01,tree,4.0,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0141,area_i01,tree,9.8,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0142,area_i01,tree,15.6,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0143,area_i01,tree,21.4,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0144,area_i01,tree,27.2,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0145,area_i01,tree,33.0,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0146,area_i01,tree,38.8,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0147,area_i01,tree,44.6,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0148,area_i01,tree,50.4,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0149,area_i01,tree,56.2,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0150,area_i01,tree,62.0,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0151,area_i01,tree,67.8,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0152,area_i01,tree,73.6,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0153,area_i01,tree,79.4,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0154,area_i01,tree,85.2,3.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0155,area_i01,tree,91.0,3.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0156,area_i01,tree,3.6,4.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0157,area_i01,tree,3.6,9.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0158,area_i01,tree,3.6,15.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0159,area_i01,tree,3.6,21.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0160,area_i01,tree,3.6,27.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0161,area_i01,tree,3.6,33.0,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0162,area_i01,tree,3.6,38.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0163,area_i01,tree,3.6,44.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0164,area_i01,tree,3.6,50.4,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0165,area_i01,tree,3.6,56.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0166,area_i01,tree,3.6,62.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0167,area_i01,tree,3.6,67.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0168,area_i01,tree,3.6,73.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0169,area_i01,tree,3.6,79.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0170,area_i01,tree,3.6,85.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0171,area_i01,tree,3.6,91.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0172,area_i01,tree,96.4,4.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0173,area_i01,tree,96.4,9.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0174,area_i01,tree,96.4,15.6,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0175,area_i01,tree,96.4,21.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0176,area_i01,tree,96.4,27.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0177,area_i01,tree,96.4,33.0,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0178,area_i01,tree,96.4,38.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0179,area_i01,tree,96.4,44.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0180,area_i01,tree,96.4,50.4,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0181,area_i01,tree,96.4,56.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0182,area_i01,tree,96.4,62.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0183,area_i01,tree,96.4,67.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0184,area_i01,tree,96.4,73.6,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0185,area_i01,tree,96.4,79.4,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0186,area_i01,tree,96.4,85.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0187,area_i01,tree,96.4,91.0,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i21_0188,area_i21,tree,6.9,93.2,-12,5.8,sea_wall,TRUE,,,prop_sticker_tree_06.png,sea_wall rhythm+corner thin
sea_i21_0189,area_i21,tree,12.7,93.2,0,7.4,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0190,area_i21,tree,18.5,93.2,0,5.0,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0191,area_i21,tree,24.3,93.2,-8,9.6,sea_wall,TRUE,,,prop_sticker_tree_06.png,sea_wall rhythm+corner thin
sea_i21_0192,area_i21,tree,30.1,93.2,15,7.4,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0193,area_i21,tree,70.7,93.2,-8,9.6,sea_wall,TRUE,,,prop_sticker_tree_06.png,sea_wall rhythm+corner thin
sea_i21_0194,area_i21,tree,76.5,93.2,15,8.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0195,area_i21,tree,82.3,93.2,8,6.6,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0196,area_i21,tree,88.1,93.2,0,4.6,sea_wall,TRUE,,,prop_sticker_tree_06.png,sea_wall rhythm+corner thin
sea_i21_0198,area_i21,tree,6.8,12.7,0,7.4,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0199,area_i21,tree,6.8,18.5,15,5.8,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0200,area_i21,tree,6.8,24.3,0,5.4,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0201,area_i21,tree,6.8,30.1,-8,9.6,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0202,area_i21,tree,6.8,35.9,-12,7.4,sea_wall,TRUE,,,prop_sticker_tree_06.png,sea_wall rhythm+corner thin
sea_i21_0203,area_i21,tree,6.8,41.7,0,5.8,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0204,area_i21,tree,6.8,47.5,8,5.8,sea_wall,TRUE,,,prop_sticker_tree_06.png,sea_wall rhythm+corner thin
sea_i21_0205,area_i21,tree,6.8,53.3,0,5.8,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0206,area_i21,tree,6.8,59.1,-12,5.0,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0207,area_i21,tree,6.8,64.9,0,5.8,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0208,area_i21,tree,6.8,70.7,15,9.0,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0209,area_i21,tree,6.8,76.5,8,4.6,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0210,area_i21,tree,6.8,82.3,0,5.0,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0211,area_i21,tree,6.8,88.1,8,5.4,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0212,area_i21,tree,93.2,6.9,15,4.6,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0213,area_i21,tree,93.2,12.7,0,5.0,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0214,area_i21,tree,93.2,18.5,0,9.0,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0215,area_i21,tree,93.2,24.3,-12,7.4,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0216,area_i21,tree,93.2,30.1,15,9.6,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0217,area_i21,tree,93.2,35.9,-12,9.0,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0218,area_i21,tree,93.2,41.7,0,9.0,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0219,area_i21,tree,93.2,47.5,0,5.8,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0220,area_i21,tree,93.2,53.3,-8,9.6,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0221,area_i21,tree,93.2,59.1,8,6.6,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
